script_file,folder,liquid,plate,well,t_aspirate,t_tip
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,E21,3,3
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L3,4,4
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L5,5,5
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,N12,6,6
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L12,7,7
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L14,8,8
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,C14,1,1
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,C23,2,2
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,E21,3,3
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L3,4,4
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L5,5,5
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,N12,6,6
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L12,7,7
211214_ZBD_sum1_rep3.py,sum1_ZBD,I1,1,L14,8,8
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,2,D13,1,1
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,2,D22,2,2
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,2,M13,3,3
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,2,M22,4,4
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,3,D13,1,1
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,3,D22,2,2
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,3,M13,3,3
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,R1,3,M22,4,4
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,2,C12,1,1
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,2,E14,2,2
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,2,C21,3,3
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,2,N14,4,4
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,3,C12,1,1
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,3,E14,2,2
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,3,C21,3,3
220120_ZBD_1_Diagonal_rep2.py,XOR_ZBD-Diagonal-1,I1,3,N14,4,4
